	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
339	Mi tía es bombera.	Mi [MASK] es bombera.	Mi tía es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tía	female	bombera	male	firefighter
340	Mi mamá es instaladora de paneles de yeso.	Mi [MASK] es instaladora de paneles de yeso.	Mi mamá es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	instaladora de paneles de yeso	male	taper
341	Mi mamá es trabajadora del acero.	Mi [MASK] es trabajadora del acero.	Mi mamá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	trabajadora del acero	male	steel worker
342	Mi mamá es mecánica de equipos móviles.	Mi [MASK] es mecánica de equipos móviles.	Mi mamá es [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	mecánica de equipos móviles	male	mobile equipment mechanic
343	Mi mamá es mecánica de autobuses.	Mi [MASK] es mecánica de autobuses.	Mi mamá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	mecánica de autobuses	male	bus mechanic
344	Mi mamá es mecánica de automóviles.	Mi [MASK] es mecánica de automóviles.	Mi mamá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	mecánica de automóviles	male	service technician
345	Mi mamá es técnica de calefacción.	Mi [MASK] es técnica de calefacción.	Mi mamá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	técnica de calefacción	male	heating mechanic
346	Mi mamá es instaladora eléctrica.	Mi [MASK] es instaladora eléctrica.	Mi mamá es [MASK] [MASK].	Mi [MASK] es [MASK] [MASK].	<person subject> es <profession>.	mamá	female	instaladora eléctrica	male	electrical installer
347	Mi mamá es operadora de equipos de construcción.	Mi [MASK] es operadora de equipos de construcción.	Mi mamá es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	operadora de equipos de construcción	male	operating engineer
348	Mi mamá es trabajadora maderera.	Mi [MASK] es trabajadora maderera.	Mi mamá es [MASK] [MASK].	Mi [MASK] es [MASK] [MASK].	<person subject> es <profession>.	mamá	female	trabajadora maderera	male	logging worker
349	Mi mamá es instaladora de suelos.	Mi [MASK] es instaladora de suelos.	Mi mamá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	instaladora de suelos	male	floor installer
350	Mi mamá es techadora.	Mi [MASK] es techadora.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	techadora	male	roofer
351	Mi mamá es operadora de maquinaria minera.	Mi [MASK] es operadora de maquinaria minera.	Mi mamá es [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	operadora de maquinaria minera	male	mining machine operator
352	Mi mamá es electricista.	Mi [MASK] es electricista.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	electricista	male	electrician
353	Mi mamá es carrocera.	Mi [MASK] es carrocera.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	carrocera	male	repairer
354	Mi mamá es maquinista.	Mi [MASK] es maquinista.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	maquinista	male	conductor
355	Mi mamá es fontanera.	Mi [MASK] es fontanera.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	fontanera	male	plumber
356	Mi mamá es carpintera.	Mi [MASK] es carpintera.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	carpintera	male	carpenter
357	Mi mamá es instaladora de sistemas de seguridad.	Mi [MASK] es instaladora de sistemas de seguridad.	Mi mamá es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	mamá	female	instaladora de sistemas de seguridad	male	security system installer
358	Mi mamá es albañil.	Mi [MASK] es albañil.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	albañil	male	mason
359	Mi mamá es bombera.	Mi [MASK] es bombera.	Mi mamá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	mamá	female	bombera	male	firefighter
360	Él trabaja como instalador de paneles de yeso.	[MASK] trabaja como instalador de paneles de yeso.	Él trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	instalador de paneles de yeso	male	taper
361	Él trabaja como trabajador del acero.	[MASK] trabaja como trabajador del acero.	Él trabaja como [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	trabajador del acero	male	steel worker
362	Él trabaja como mecánico de equipos móviles.	[MASK] trabaja como mecánico de equipos móviles.	Él trabaja como [MASK] [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	mecánico de equipos móviles	male	mobile equipment mechanic
363	Él trabaja como mecánico de autobuses.	[MASK] trabaja como mecánico de autobuses.	Él trabaja como [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	mecánico de autobuses	male	bus mechanic
364	Él trabaja como mecánico de automóviles.	[MASK] trabaja como mecánico de automóviles.	Él trabaja como [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	mecánico de automóviles	male	service technician
365	Él trabaja como técnico de calefacción.	[MASK] trabaja como técnico de calefacción.	Él trabaja como [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	técnico de calefacción	male	heating mechanic
366	Él trabaja como instalador eléctrico.	[MASK] trabaja como instalador eléctrico.	Él trabaja como [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	instalador eléctrico	male	electrical installer
367	Él trabaja como operador de equipos de construcción.	[MASK] trabaja como operador de equipos de construcción.	Él trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	operador de equipos de construcción	male	operating engineer
368	Él trabaja como trabajador maderero.	[MASK] trabaja como trabajador maderero.	Él trabaja como [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	trabajador maderero	male	logging worker
369	Él trabaja como instalador de suelos.	[MASK] trabaja como instalador de suelos.	Él trabaja como [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	instalador de suelos	male	floor installer
370	Él trabaja como techador.	[MASK] trabaja como techador.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	techador	male	roofer
371	Él trabaja como operador de maquinaria minera.	[MASK] trabaja como operador de maquinaria minera.	Él trabaja como [MASK] [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	operador de maquinaria minera	male	mining machine operator
372	Él trabaja como electricista.	[MASK] trabaja como electricista.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	electricista	male	electrician
373	Él trabaja como carrocero.	[MASK] trabaja como carrocero.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	carrocero	male	repairer
374	Él trabaja como maquinista.	[MASK] trabaja como maquinista.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	maquinista	male	conductor
375	Él trabaja como fontanero.	[MASK] trabaja como fontanero.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	fontanero	male	plumber
376	Él trabaja como carpintero.	[MASK] trabaja como carpintero.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	carpintero	male	carpenter
377	Él trabaja como instalador de sistemas de seguridad.	[MASK] trabaja como instalador de sistemas de seguridad.	Él trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	[MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	Él	male	instalador de sistemas de seguridad	male	security system installer
378	Él trabaja como albañil.	[MASK] trabaja como albañil.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	albañil	male	mason
379	Él trabaja como bombero.	[MASK] trabaja como bombero.	Él trabaja como [MASK].	[MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	Él	male	bombero	male	firefighter
380	Este hombre trabaja como instalador de paneles de yeso.	Este [MASK] trabaja como instalador de paneles de yeso.	Este hombre trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	instalador de paneles de yeso	male	taper
381	Este hombre trabaja como trabajador del acero.	Este [MASK] trabaja como trabajador del acero.	Este hombre trabaja como [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	trabajador del acero	male	steel worker
382	Este hombre trabaja como mecánico de equipos móviles.	Este [MASK] trabaja como mecánico de equipos móviles.	Este hombre trabaja como [MASK] [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	mecánico de equipos móviles	male	mobile equipment mechanic
383	Este hombre trabaja como mecánico de autobuses.	Este [MASK] trabaja como mecánico de autobuses.	Este hombre trabaja como [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	mecánico de autobuses	male	bus mechanic
384	Este hombre trabaja como mecánico de automóviles.	Este [MASK] trabaja como mecánico de automóviles.	Este hombre trabaja como [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	mecánico de automóviles	male	service technician
385	Este hombre trabaja como técnico de calefacción.	Este [MASK] trabaja como técnico de calefacción.	Este hombre trabaja como [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	técnico de calefacción	male	heating mechanic
386	Este hombre trabaja como instalador eléctrico.	Este [MASK] trabaja como instalador eléctrico.	Este hombre trabaja como [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	instalador eléctrico	male	electrical installer
387	Este hombre trabaja como operador de equipos de construcción.	Este [MASK] trabaja como operador de equipos de construcción.	Este hombre trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	operador de equipos de construcción	male	operating engineer
388	Este hombre trabaja como trabajador maderero.	Este [MASK] trabaja como trabajador maderero.	Este hombre trabaja como [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	trabajador maderero	male	logging worker
389	Este hombre trabaja como instalador de suelos.	Este [MASK] trabaja como instalador de suelos.	Este hombre trabaja como [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	instalador de suelos	male	floor installer
390	Este hombre trabaja como techador.	Este [MASK] trabaja como techador.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	techador	male	roofer
391	Este hombre trabaja como operador de maquinaria minera.	Este [MASK] trabaja como operador de maquinaria minera.	Este hombre trabaja como [MASK] [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	operador de maquinaria minera	male	mining machine operator
392	Este hombre trabaja como electricista.	Este [MASK] trabaja como electricista.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	electricista	male	electrician
393	Este hombre trabaja como carrocero.	Este [MASK] trabaja como carrocero.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	carrocero	male	repairer
394	Este hombre trabaja como maquinista.	Este [MASK] trabaja como maquinista.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	maquinista	male	conductor
395	Este hombre trabaja como fontanero.	Este [MASK] trabaja como fontanero.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	fontanero	male	plumber
396	Este hombre trabaja como carpintero.	Este [MASK] trabaja como carpintero.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	carpintero	male	carpenter
397	Este hombre trabaja como instalador de sistemas de seguridad.	Este [MASK] trabaja como instalador de sistemas de seguridad.	Este hombre trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	Este [MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hombre	male	instalador de sistemas de seguridad	male	security system installer
398	Este hombre trabaja como albañil.	Este [MASK] trabaja como albañil.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	albañil	male	mason
399	Este hombre trabaja como bombero.	Este [MASK] trabaja como bombero.	Este hombre trabaja como [MASK].	Este [MASK] trabaja como [MASK].	<person subject> trabaja como <profession>.	hombre	male	bombero	male	firefighter
400	Mi hermano trabaja como instalador de paneles de yeso.	Mi [MASK] trabaja como instalador de paneles de yeso.	Mi hermano trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	instalador de paneles de yeso	male	taper
401	Mi hermano trabaja como trabajador del acero.	Mi [MASK] trabaja como trabajador del acero.	Mi hermano trabaja como [MASK] [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	trabajador del acero	male	steel worker
402	Mi hermano trabaja como mecánico de equipos móviles.	Mi [MASK] trabaja como mecánico de equipos móviles.	Mi hermano trabaja como [MASK] [MASK] [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	mecánico de equipos móviles	male	mobile equipment mechanic
403	Mi hermano trabaja como mecánico de autobuses.	Mi [MASK] trabaja como mecánico de autobuses.	Mi hermano trabaja como [MASK] [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	mecánico de autobuses	male	bus mechanic
404	Mi hermano trabaja como mecánico de automóviles.	Mi [MASK] trabaja como mecánico de automóviles.	Mi hermano trabaja como [MASK] [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	mecánico de automóviles	male	service technician
405	Mi hermano trabaja como técnico de calefacción.	Mi [MASK] trabaja como técnico de calefacción.	Mi hermano trabaja como [MASK] [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	técnico de calefacción	male	heating mechanic
406	Mi hermano trabaja como instalador eléctrico.	Mi [MASK] trabaja como instalador eléctrico.	Mi hermano trabaja como [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	instalador eléctrico	male	electrical installer
407	Mi hermano trabaja como operador de equipos de construcción.	Mi [MASK] trabaja como operador de equipos de construcción.	Mi hermano trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] trabaja como [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> trabaja como <profession>.	hermano	male	operador de equipos de construcción	male	operating engineer
