	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_Gender	Profession_EN
991	Nire emazteak meatzaritzako makina-operadore postua eskatu zuen.	Nire [MASK] meatzaritzako makina-operadore postua eskatu zuen.	Nire emazteak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	meatzaritzako makina-operadore	male	mining machine operator
992	Nire emazteak elektrizista postua eskatu zuen.	Nire [MASK] elektrizista postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	elektrizista	male	electrician
993	Nire emazteak karrozaegile postua eskatu zuen.	Nire [MASK] karrozaegile postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	karrozaegile	male	repairer
994	Nire emazteak tren-gidari postua eskatu zuen.	Nire [MASK] tren-gidari postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	tren-gidari	male	conductor
995	Nire emazteak iturgin postua eskatu zuen.	Nire [MASK] iturgin postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	iturgin	male	plumber
996	Nire emazteak arotz postua eskatu zuen.	Nire [MASK] arotz postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	arotz	male	carpenter
997	Nire emazteak segurtasun sistemako instalatzaile postua eskatu zuen.	Nire [MASK] segurtasun sistemako instalatzaile postua eskatu zuen.	Nire emazteak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	segurtasun sistemako instalatzaile	male	security system installer
998	Nire emazteak igeltsero postua eskatu zuen.	Nire [MASK] igeltsero postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	igeltsero	male	mason
999	Nire emazteak suhiltzaile postua eskatu zuen.	Nire [MASK] suhiltzaile postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	suhiltzaile	male	firefighter
1000	Nire emaztegaiak igeltsuzko panel instalatzaile postua eskatu zuen.	Nire [MASK] igeltsuzko panel instalatzaile postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	igeltsuzko panel instalatzaile	male	taper
1001	Nire emaztegaiak altzairu langile postua eskatu zuen.	Nire [MASK] altzairu langile postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	altzairu langile	male	steel worker
1002	Nire emaztegaiak ekipamendu mugikorreko mekanikari postua eskatu zuen.	Nire [MASK] ekipamendu mugikorreko mekanikaripostua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	ekipamendu mugikorreko mekanikari	male	mobile equipment mechanic
1003	Nire emaztegaiak autobus mekanikari postua eskatu zuen.	Nire [MASK] autobus mekanikari postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	autobus mekanikari	male	bus mechanic
1004	Nire emaztegaiak auto mekanikari postua eskatu zuen.	Nire [MASK] auto mekanikari postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	auto mekanikari	male	service technician
1005	Nire emaztegaiak berogailu-teknikari postua eskatu zuen.	Nire [MASK] berogailu-teknikari postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	berogailu-teknikari	male	heating mechanic
1006	Nire emaztegaiak instalatzaile-elektriko postua eskatu zuen.	Nire [MASK] instalatzaile-elektriko postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	instalatzaile-elektriko	male	electrical installer
1007	Nire emaztegaiak eraikuntza ekipoen operadore postua eskatu zuen.	Nire [MASK] eraikuntza ekipoen operadore postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	eraikuntza ekipoen operadore	male	operating engineer
1008	Nire emaztegaiak egurketari postua eskatu zuen.	Nire [MASK] egurketari postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	egurketari	male	logging worker
1009	Nire emaztegaiak zoru-instalatzaile postua eskatu zuen.	Nire [MASK] zoru-instalatzaile postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	zoru-instalatzaile	male	floor installer
1010	Nire emaztegaiak teilatu-emaile postua eskatu zuen.	Nire [MASK] teilatu-emaile postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	teilatu-emaile	male	roofer
1011	Nire emaztegaiak meatzaritzako makina-operadore postua eskatu zuen.	Nire [MASK] meatzaritzako makina-operadore postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	meatzaritzako makina-operadore	male	mining machine operator
1012	Nire emaztegaiak elektrizista postua eskatu zuen.	Nire [MASK] elektrizista postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	elektrizista	male	electrician
1013	Nire emaztegaiak karrozaegile postua eskatu zuen.	Nire [MASK] karrozaegile postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	karrozaegile	male	repairer
1014	Nire emaztegaiak tren-gidari postua eskatu zuen.	Nire [MASK] tren-gidari postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	tren-gidari	male	conductor
1015	Nire emaztegaiak iturgin postua eskatu zuen.	Nire [MASK] iturgin postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	iturgin	male	plumber
1016	Nire emaztegaiak arotz postua eskatu zuen.	Nire [MASK] arotz postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	arotz	male	carpenter
1017	Nire emaztegaiak segurtasun sistemako instalatzaile postua eskatu zuen.	Nire [MASK] segurtasun sistemako instalatzaile postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	segurtasun sistemako instalatzaile	male	security system installer
1018	Nire emaztegaiak igeltsero postua eskatu zuen.	Nire [MASK] igeltsero postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	igeltsero	male	mason
1019	Nire emaztegaiak suhiltzaile postua eskatu zuen.	Nire [MASK] suhiltzaile postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	suhiltzaile	male	firefighter
1020	Nire amak igeltsuzko panel instalatzaile postua eskatu zuen.	Nire [MASK] igeltsuzko panel instalatzaile postua eskatu zuen.	Nire amak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	igeltsuzko panel instalatzaile	male	taper
1021	Nire amak altzairu langile postua eskatu zuen.	Nire [MASK] altzairu langile postua eskatu zuen.	Nire amak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	altzairu langile	male	steel worker
1022	Nire amak ekipamendu mugikorreko mekanikari postua eskatu zuen.	Nire [MASK] ekipamendu mugikorreko mekanikaripostua eskatu zuen.	Nire amak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	ekipamendu mugikorreko mekanikari	male	mobile equipment mechanic
1023	Nire amak autobus mekanikari postua eskatu zuen.	Nire [MASK] autobus mekanikari postua eskatu zuen.	Nire amak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	autobus mekanikari	male	bus mechanic
1024	Nire amak auto mekanikari postua eskatu zuen.	Nire [MASK] auto mekanikari postua eskatu zuen.	Nire amak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	auto mekanikari	male	service technician
1025	Nire amak berogailu-teknikari postua eskatu zuen.	Nire [MASK] berogailu-teknikari postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	berogailu-teknikari	male	heating mechanic
1026	Nire amak instalatzaile-elektriko postua eskatu zuen.	Nire [MASK] instalatzaile-elektriko postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	instalatzaile-elektriko	male	electrical installer
1027	Nire amak eraikuntza ekipoen operadore postua eskatu zuen.	Nire [MASK] eraikuntza ekipoen operadore postua eskatu zuen.	Nire amak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	eraikuntza ekipoen operadore	male	operating engineer
1028	Nire amak egurketari postua eskatu zuen.	Nire [MASK] egurketari postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	egurketari	male	logging worker
1029	Nire amak zoru-instalatzaile postua eskatu zuen.	Nire [MASK] zoru-instalatzaile postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	zoru-instalatzaile	male	floor installer
1030	Nire amak teilatu-emaile postua eskatu zuen.	Nire [MASK] teilatu-emaile postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	teilatu-emaile	male	roofer
1031	Nire amak meatzaritzako makina-operadore postua eskatu zuen.	Nire [MASK] meatzaritzako makina-operadore postua eskatu zuen.	Nire amak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	meatzaritzako makina-operadore	male	mining machine operator
1032	Nire amak elektrizista postua eskatu zuen.	Nire [MASK] elektrizista postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	elektrizista	male	electrician
1033	Nire amak karrozaegile postua eskatu zuen.	Nire [MASK] karrozaegile postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	karrozaegile	male	repairer
1034	Nire amak tren-gidari postua eskatu zuen.	Nire [MASK] tren-gidari postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	tren-gidari	male	conductor
1035	Nire amak iturgin postua eskatu zuen.	Nire [MASK] iturgin postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	iturgin	male	plumber
1036	Nire amak arotz postua eskatu zuen.	Nire [MASK] arotz postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	arotz	male	carpenter
1037	Nire amak segurtasun sistemako instalatzaile postua eskatu zuen.	Nire [MASK] segurtasun sistemako instalatzaile postua eskatu zuen.	Nire amak [MASK] [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	segurtasun sistemako instalatzaile	male	security system installer
1038	Nire amak igeltsero postua eskatu zuen.	Nire [MASK] igeltsero postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	igeltsero	male	mason
1039	Nire amak suhiltzaile postua eskatu zuen.	Nire [MASK] suhiltzaile postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	suhiltzaile	male	firefighter
1800	Bera haurtzaindegiko irakaslea da.	[MASK] haurtzaindegiko irakaslea da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	haurtzaindegiko irakaslea	female	kindergarten teacher
1801	Bera hortzetako higienista da.	[MASK] hortzetako higienista da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	hortzetako higienista	female	dental hygienist
1802	Bera logopeda da.	[MASK] logopeda da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	logopeda	female	speech-language pathologist
1803	Bera dentistaren laguntzailea da.	[MASK] dentistaren laguntzailea da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	dentistaren laguntzailea	female	dental assistant
1804	Bera haur-zaintzailea da.	[MASK] haur-zaintzailea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	haur-zaintzailea	female	childcare worker
1805	Bera osasun txostenen teknikaria da.	[MASK] osasun txostenen teknikaria da.	Bera [MASK] [MASK] [MASK] da.	[MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	osasun txostenen teknikaria	female	medical records technician
1806	Bera idazkaria da.	[MASK] idazkaria da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	idazkaria	female	secretary
1807	Bera mediku laguntzailea da.	[MASK] mediku laguntzailea da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	mediku laguntzailea	female	medical assistant
1808	Bera ile-apaintzailea da.	[MASK] ile-apaintzailea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	ile-apaintzailea	female	hairdresser
1809	Bera dietista da.	[MASK] dietista da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	dietista	female	dietitian
1810	Bera erizain-laguntzailea da.	[MASK] erizain-laguntzailea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	erizain-laguntzailea	female	vocational nurse
1811	Bera irakasle laguntzailea da.	[MASK] irakasle laguntzailea da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	irakasle laguntzailea	female	teacher assistant
1812	Bera laguntzaile juridikoa da.	[MASK] laguntzaile juridikoa da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	laguntzaile juridikoa	female	paralegal
1813	Bera fakturazio-langilea da.	[MASK] fakturazio-langilea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	fakturazio-langilea	female	billing clerk
1814	Bera flebotomista da.	[MASK] flebotomista da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	flebotomista	female	phlebotomist
1815	Bera harreragilea da.	[MASK] harreragilea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	harreragilea	female	receptionist
1816	Bera garbitzailea da.	[MASK] garbitzailea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	garbitzailea	female	housekeeper
1817	Bera erizain titularra da.	[MASK] erizain titularra da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	erizain titularra	female	registered nurse
1818	Bera kontularia da.	[MASK] kontularia da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	kontularia	female	bookkeeper
1819	Bera osasun laguntzailea da.	[MASK] osasun laguntzailea da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	male	osasun laguntzailea	female	health aide
